A.C.A.A	A.C.A.C	A.C.A.G	A.C.A.T	C.C.A.A	C.C.A.C	C.C.A.G	C.C.A.T	G.C.A.A	G.C.A.C	G.C.A.G	G.C.A.T	T.C.A.A	T.C.A.C	T.C.A.G	T.C.A.T	A.C.G.A	A.C.G.C	A.C.G.G	A.C.G.T	C.C.G.A	C.C.G.C	C.C.G.G	C.C.G.T	G.C.G.A	G.C.G.C	G.C.G.G	G.C.G.T	T.C.G.A	T.C.G.C	T.C.G.G	T.C.G.T	A.C.T.A	A.C.T.C	A.C.T.G	A.C.T.T	C.C.T.A	C.C.T.C	C.C.T.G	C.C.T.T	G.C.T.A	G.C.T.C	G.C.T.G	G.C.T.T	T.C.T.A	T.C.T.C	T.C.T.G	T.C.T.T	A.T.A.A	A.T.A.C	A.T.A.G	A.T.A.T	C.T.A.A	C.T.A.C	C.T.A.G	C.T.A.T	G.T.A.A	G.T.A.C	G.T.A.G	G.T.A.T	T.T.A.A	T.T.A.C	T.T.A.G	T.T.A.T	A.T.C.A	A.T.C.C	A.T.C.G	A.T.C.T	C.T.C.A	C.T.C.C	C.T.C.G	C.T.C.T	G.T.C.A	G.T.C.C	G.T.C.G	G.T.C.T	T.T.C.A	T.T.C.C	T.T.C.G	T.T.C.T	A.T.G.A	A.T.G.C	A.T.G.G	A.T.G.T	C.T.G.A	C.T.G.C	C.T.G.G	C.T.G.T	G.T.G.A	G.T.G.C	G.T.G.G	G.T.G.T	T.T.G.A	T.T.G.C	T.T.G.G	T.T.G.T
PD26407_2_chr6_chr6-205920-170921585-LOH	0	1	0	0	1	0	0	2	1	0	0	0	0	1	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	2	3	1	0	1	0	1	2	1	0	1	0	1	0	0	1	2	0	1	0	1	0	0	1	0	1	0	0	1	0	0	2
PD26426_2_chr6_chr6-5007946-77176057-gain	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	1	1	2	1	0	0	0	0	0	0	3	0	1	0	0	1	0	0	1
V0D577_1_chr6_chr6-70632832-170919735-LOH	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
V0D577_2_chr6_chr6-70632832-170919735-LOH	2	1	0	1	3	0	0	0	1	0	0	1	2	0	0	3	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	2	2	2	0	0	0	0	1	1	2	0	1	1	3	0	1	1	0	0	2	0	0	0	1	3	1	1	1	0	1	0	3	0	1	0	2	1	0	1	0	1	3	0	2	2	0	0	0	0	0	0	2	1	0	0	0	0	1	2	4
PD26407_1_chr6_chr6-205920-170921585-LOH	1	0	0	1	1	0	0	0	1	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	3	0	1	2	0	1	2	1	1	1	1	0	0	0	2	0	0	0	1	0	0	0	0	2	0	0	0	2	1	3	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1
PD26411_2_chr6_chr6-205800-170985493-gain	5	0	0	1	1	0	0	1	0	0	0	0	3	1	1	4	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	2	0	2	6	0	0	0	1	1	4	1	0	2	1	2	2	5	2	0	0	0	2	0	1	0	0	0	0	2	0	1	0	0	1	2	0	1	1	0	0	1	0	0	1	1	0	0	0	3	2	1	1	8	2	0	1	3	4	0	1	3
PD26411_1_chr6_chr6-205800-170985493-gain	3	1	0	2	2	4	0	2	0	0	0	1	4	2	0	4	0	1	0	1	1	1	0	2	1	0	0	1	1	1	0	4	4	3	5	5	4	2	3	5	10	3	8	1	6	6	2	5	4	1	4	2	2	0	0	1	2	0	0	0	2	1	1	0	9	3	4	3	1	1	3	2	1	2	1	1	1	1	0	2	0	2	1	2	2	2	2	4	0	0	0	1	4	2	1	3
MMRC006BBM_1_chr6_chr6-30054757-51588537-gain	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	1	1	0	3	0	0	0	1	1	1	0	2	1	2	0	0	9	4	2	6	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	3	1	0	1
V0D57H_1_chr6_chr6-202452-23664848-gain_2	2	0	0	1	0	0	0	1	0	1	1	2	2	2	0	2	1	0	0	2	1	0	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	3	0	0	1	1	1	2	2	1	4	1	1	0	2	1	0	0	2	0	0	0	1	1	0	0	0	1	0	1	2	0	0	0	0	1	0	1	0	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
V0D57H_2_chr6_chr6-202452-23664848-gain_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD26426_1_chr7_chr7-1075573-159125264-gain	16	10	2	7	12	7	1	7	11	10	1	8	11	5	0	18	6	6	1	3	3	1	0	4	1	2	0	0	6	5	0	4	10	5	14	12	6	5	9	9	6	7	11	6	7	8	7	10	4	2	5	8	2	3	3	4	3	2	4	2	9	3	1	7	8	1	6	5	4	6	7	7	4	2	4	8	6	6	4	4	5	3	2	2	4	3	1	2	1	2	0	1	2	1	3	8
MMRC0244BM_2_chr7_chr7-126065-90228299-gain	0	1	0	1	0	0	0	1	0	1	0	0	2	2	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	3	0	0	1	0	0	2	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	1	0	0	1	2	1	2	2	0	0	0	1	1	1	0	1	1	0	0	2	0	0	0	1	1	0	1	2
MMRC01Q1BM_1_chr7_chr7-81237-159122659-gain	1	2	0	4	3	1	0	3	4	1	0	0	5	0	1	5	2	0	1	2	1	1	0	1	1	1	0	1	2	5	0	1	7	2	6	6	6	4	2	2	3	5	4	2	10	9	4	9	4	2	4	6	2	0	3	3	2	1	1	1	3	0	3	5	2	5	4	2	2	2	3	2	2	0	1	7	0	4	1	1	2	3	1	1	3	1	3	2	1	0	4	1	2	1	2	4
MMRC0244BM_1_chr7_chr7-126065-90228299-gain	2	1	0	2	1	1	0	1	0	2	0	0	1	0	0	3	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	6	2	2	0	2	0	0	1	3	2	4	2	8	0	2	3	2	1	4	3	3	2	0	0	0	0	1	0	4	1	1	1	4	0	3	1	2	1	1	5	1	1	0	4	1	0	4	4	0	1	2	1	3	1	1	2	1	1	0	5	0	1	0	5
MMRC01Q1BM_2_chr7_chr7-81237-159122659-gain	1	0	0	3	1	1	0	0	0	0	0	0	2	0	0	2	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	2	3	0	4	2	3	0	0	2	3	0	1	2	0	0	1	1	0	0	0	0	0	1	1	1	1	0	1	1	2	0	0	1	1	0	1	0	1	4	1	1	1	0	0	1	0	3	2	0	1	3	0	0	0	2	2	0	0	1	3	0	1	0
PD26410_2_chr7_chr7-83177-146953721-gain	2	0	0	0	3	0	0	1	1	0	0	3	0	1	0	3	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	4	3	1	3	2	1	3	1	1	0	5	3	3	1	2	3	1	0	1	2	1	0	1	2	0	0	0	0	1	1	3	1	6	1	3	4	3	3	0	0	1	3	1	1	2	1	1	4	3	1	0	1	2	0	2	4	0	0	0	0	4	1	0	1
PD26410_1_chr7_chr7-83177-146953721-gain	7	4	1	2	3	1	1	2	4	1	0	1	1	2	0	5	2	1	0	1	1	0	0	0	1	1	0	2	4	2	0	3	5	3	5	0	6	4	4	6	3	4	6	4	11	7	4	11	3	2	1	2	1	0	1	1	0	0	1	1	0	0	1	2	3	1	3	8	0	0	1	2	2	0	1	2	2	4	2	2	3	0	1	1	1	1	2	3	1	1	1	4	1	0	1	2
PD26426_2_chr7_chr7-1075573-159125264-gain	0	1	0	0	0	1	0	0	1	0	0	2	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	2	4	0	0	0	1	4	1	0	1	2	0	1	0	1	1	2	0	0	0	0	0	0	0	2	0	1	2	1	0	1	0	0	1	2	1	1	0	1	1	1	1	0	3	0	0	0	0	0	0	0	3	1	0	0	1	2	0	0	6
PD26403_2_chr7_chr7-51137087-159123286-gain	0	0	0	0	0	0	0	2	1	1	0	1	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	2	1	0	3	4	1	0	0	0	1	2	0	1	3	0	0	0	0	1	1	0	0	1	1	0	1	1	0	1	1	2	2	3	0	0	1	0	0	1	1	1	6	1	0	0	3	0	0	2	0	1	1	0	0	2	0	1	6
MMRC01YHBM_2_chr7_chr7-115401-159122935-gain	1	0	0	1	0	1	0	2	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	2	0	0	0	1	1	0	0	4	0	0	2	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	1	1	2	0	1	0	0	0	0	1	0	0	1	1	0	1	0	3	0	1	1
PD26403_1_chr7_chr7-51137087-159123286-gain	2	2	0	2	1	2	0	1	1	2	0	1	3	2	0	7	1	1	0	1	0	1	0	0	1	0	0	0	0	1	0	1	11	1	9	2	3	3	3	2	3	2	4	4	2	2	5	2	2	0	2	1	0	1	0	0	1	0	1	0	5	2	0	1	1	0	3	4	4	1	4	2	2	2	1	1	1	1	5	0	1	1	0	3	1	0	2	3	0	0	0	1	4	1	2	5
MMRC01YHBM_1_chr7_chr7-115401-159122935-gain	5	1	0	4	0	1	0	0	0	2	1	1	3	1	0	4	0	1	2	1	1	0	0	2	1	0	0	0	0	0	0	1	3	3	6	0	2	3	3	2	7	3	9	4	7	5	2	6	1	1	0	7	0	1	3	2	1	0	0	1	3	1	0	3	2	0	1	2	3	1	5	2	1	0	1	1	2	2	1	3	2	1	0	1	0	0	0	2	0	0	0	2	2	2	1	5
PD26404_1_chr7_chr7-81237-159078308-gain	4	2	0	2	3	2	0	1	3	0	0	1	6	2	1	9	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	3	8	2	11	2	3	7	6	2	2	3	8	1	8	3	2	8	1	0	2	4	0	0	3	2	0	2	1	0	2	1	1	6	3	0	3	4	2	0	0	4	1	6	3	1	3	1	4	3	2	3	1	2	2	0	0	5	0	1	1	1	4	2	0	6
PD26404_2_chr7_chr7-81237-159078308-gain	0	0	0	0	1	1	0	0	1	1	0	2	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	1	1	0	0	1	0	1	1	0	0	0	0	0	2	0	0	1	1	1	2	2	0	1	2	1	1	0	0	0	1	2	0	1	2	0	0	0	0	0	0	2	0	0	0	1	3	1	0	3
PD26432_1_chr7_chr7-80500-159122682-gain_2	4	2	0	1	4	2	0	3	2	1	0	3	5	3	0	5	1	1	0	2	1	0	0	0	0	2	0	0	1	0	0	1	1	2	5	4	0	0	7	4	0	6	5	2	7	3	6	3	1	0	0	6	1	1	1	3	2	1	1	0	2	0	1	0	6	1	5	6	2	1	3	3	2	1	1	1	5	1	0	5	7	1	1	5	6	2	1	11	0	1	1	8	15	1	1	4
PD26416_1_chr7_chr7-85840-159122935-gain	3	4	1	2	3	2	0	2	3	0	0	0	4	1	0	2	1	1	0	1	0	0	0	1	0	0	0	1	1	0	0	1	3	1	7	2	2	1	2	2	0	0	3	1	5	1	0	2	1	0	2	2	2	1	1	3	0	0	0	0	0	0	0	0	5	2	0	4	1	0	0	0	3	1	0	1	0	3	0	2	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	1
PD26412_1_chr7_chr7-10528993-141835869-gain	0	0	1	1	0	1	0	2	1	0	0	0	1	0	1	1	0	3	0	0	0	1	0	0	0	0	0	1	1	0	0	0	2	0	0	1	0	0	1	2	1	1	2	0	3	1	0	1	2	0	0	0	1	1	0	0	0	0	1	0	1	0	1	1	0	0	0	3	2	0	0	2	1	0	1	0	0	0	0	1	1	0	0	1	1	0	0	2	0	1	0	1	2	0	0	1
PD26412_2_chr7_chr7-10528993-141835869-gain	2	1	1	1	4	1	0	1	4	0	0	2	2	1	0	2	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	1	1	1	1	6	0	1	0	0	3	2	0	0	0	2	1	0	0	0	1	0	2	1	1	0	1	1	0	0	3	2	0	1	1	0	1	2	3	0	1	0	0	1	2	0	2	3	0	0	0	1	0	0	3	0	0	1	2	2	0	1	4
PD26416_2_chr7_chr7-85840-159122935-gain	1	1	0	1	1	0	0	0	2	1	0	2	1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	0	3	2	2	1	3	2	2	3	1	2	0	2	0	0	0	0	0	1	0	0	2	1	1	0	1	1	4	0	2	3	1	1	0	2	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
PD26432_2_chr7_chr7-80500-159122682-gain_2	0	0	0	1	0	0	0	1	1	0	0	1	4	1	0	3	0	1	1	0	0	1	0	1	0	0	0	2	0	2	0	1	2	0	6	2	1	2	3	0	1	1	6	3	2	1	0	1	1	1	0	2	0	1	0	4	0	0	0	0	3	0	1	2	0	0	2	2	2	0	6	1	4	0	1	0	2	4	1	3	4	0	0	2	5	1	0	8	2	1	0	0	7	0	0	4
PD26424_2_chr7_chr7-82180-159122682-gain	0	1	0	1	1	0	0	1	1	2	0	2	4	1	0	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	1	0	0	2	0	1	0	1	1	0	0	2	0	1	3	0	0	0	1	1	0	0	0	4	0	3	2	3	2	1	3	0	1	3	2	1	2	2	2	1	2	0	2	14	0	0	4	7	0	1	2	1	0	0	0	10	0	1	4
PD26424_1_chr7_chr7-82180-159122682-gain	3	4	0	2	6	5	0	3	2	0	0	2	3	3	0	6	2	3	0	1	2	1	1	1	0	0	0	1	2	2	0	5	6	2	5	4	7	3	4	10	3	4	6	4	8	6	1	5	2	5	4	6	3	2	2	4	0	1	1	3	5	0	4	4	6	3	2	6	4	5	1	2	1	3	4	5	3	6	4	1	7	2	0	3	2	2	0	6	1	0	1	0	6	2	5	11
V0D57M_1_chr7_chr7-83177-155487071-gain	5	1	0	1	0	2	0	2	1	0	0	2	1	1	0	1	2	1	0	2	0	0	0	3	0	1	0	2	0	2	0	5	3	5	5	6	2	3	2	5	3	1	5	4	15	9	2	10	0	1	3	2	1	0	4	0	0	0	2	0	8	1	1	0	3	1	1	2	0	2	2	2	3	2	1	1	5	4	2	7	1	1	1	0	1	1	1	1	0	1	2	0	2	0	3	8
V0D57M_2_chr7_chr7-83177-155487071-gain	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	2	1	2	1	0	0	1	1	2	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	2	2	0	0	1	0	0	0	1	0	0	2	0	0	0	1	1	0	0	2
PD26409_1_chr7_chr7-70390792-159122935-gain	3	2	0	3	2	1	0	0	0	1	0	1	1	3	0	2	0	1	0	1	3	1	0	1	0	0	0	1	2	2	0	2	4	0	2	5	2	1	1	1	2	1	4	1	4	6	2	4	2	0	3	4	1	1	2	4	1	1	1	0	0	0	1	3	3	1	1	1	1	2	3	3	1	0	2	3	3	3	0	3	0	2	1	2	5	0	2	4	0	0	2	2	1	1	1	2
PD26409_2_chr7_chr7-70390792-159122935-gain	1	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	1	1	0	1	1	0	0	0	3	0	0	0	0	1	0	0	1
PD26409_1_chr7_chr7-80500-69899132-gain	0	2	0	1	1	1	0	1	1	2	0	0	0	1	0	4	1	0	0	0	0	1	0	3	1	1	0	0	0	0	0	1	0	1	1	0	0	1	0	2	2	3	4	3	4	1	0	2	1	0	0	2	0	0	1	0	0	1	1	0	2	1	0	1	2	0	2	2	3	1	0	1	0	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	1	2	0
PD26409_2_chr7_chr7-80500-69899132-gain	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PD26411_2_chr7_chr7-80500-159122935-gain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	4	1	0	0	0	0	1	2	3	0	2	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	1	1	0	1	2	0	1	0	0	0	3	0	0	2	1	0	0	5	1	0	0	0	2	1	0	2
PD26411_1_chr7_chr7-80500-159122935-gain	1	1	0	1	1	1	1	2	4	2	1	2	4	3	0	3	2	3	0	1	4	1	0	0	2	2	1	0	2	1	0	7	1	2	4	1	2	4	4	4	4	2	6	5	6	2	5	2	4	1	2	3	3	2	2	0	0	0	0	2	1	1	1	2	4	1	2	4	2	0	1	3	1	2	0	2	4	1	2	4	1	0	1	2	1	1	0	6	1	1	0	4	3	1	1	4
V0D58T_1_chr7_chr7-39982115-95030919-gain	2	0	0	1	5	1	0	5	1	1	0	0	2	1	0	5	1	0	0	0	2	0	0	1	3	0	1	1	2	1	0	4	2	4	2	1	4	3	5	2	2	2	1	1	8	3	2	4	0	3	0	3	1	0	2	0	1	0	0	1	6	1	0	1	2	0	1	1	3	1	2	2	3	1	2	2	2	2	2	2	1	1	0	1	1	0	1	3	1	1	0	1	3	1	2	4
V0D58T_2_chr7_chr7-39982115-95030919-gain	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	1	0	0	0	2	0	1	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	2	2	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	0	0	2
V0D58T_1_chr8_chr8-103774503-124232660-gain	2	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	2	0	1	0	1	1	2	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2
PD26410_1_chr8_chr8-115052822-146247825-gain	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	0	1	0	0	1	0	1	1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	2	0	0	0	0	1	1	2	1	0	0	1	0	0	1	0	2	0	0	0	1	0	0	0	4	1	0	1
MMRC006BBM_1_chr8_chr8-161635-23651993-gain	1	0	1	1	2	1	0	1	1	0	0	0	2	3	1	1	0	1	0	0	2	2	0	0	1	0	1	1	4	0	0	10	3	0	2	0	3	0	0	0	3	2	3	1	23	6	3	13	0	0	0	0	1	0	1	2	0	0	0	2	1	0	1	2	1	0	1	1	0	2	2	2	0	0	1	2	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	1
PD26410_2_chr8_chr8-115052822-146247825-gain	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	2	0	1	0	0	1	0	0	1	2	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	1	0	0	0	1	0	0	1	1	0	2	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0
V0D58T_2_chr8_chr8-103774503-124232660-gain	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0
V0D583_1_chr8_chr8-38142459-126352634-gain	1	2	0	2	5	0	0	1	0	1	0	1	2	1	0	2	1	0	0	1	0	0	0	2	0	1	0	1	0	1	0	2	2	0	0	0	1	1	2	1	2	0	0	2	2	3	0	7	2	0	1	4	0	0	0	1	1	0	0	4	2	1	2	2	4	1	0	2	1	1	2	0	0	0	0	0	1	1	0	1	4	0	0	1	0	0	0	1	0	0	0	0	0	0	1	3
MMRC006BBM_2_chr8_chr8-161635-23651993-gain	0	0	0	1	1	1	0	1	0	1	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
V0D583_2_chr8_chr8-38142459-126352634-gain	2	1	0	1	0	0	0	1	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	0	0	1	1	2	0	1	1	1	1	0	1	0	1	3	0	0	1	0	0	0	0	0	0	1	1	3	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	2	0	0	0	2	0	0	0	0	0	1	1	0
MMRC0244BM_2_chr9_chr9-203761-141069463-gain	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	2	0	2	0	3	1	0	0	5	2	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	4	1	6	1	0	0	2	2	0	0	2	2	2	3	3	3	0	1	0	0	0	1	1	5	0	0	0	0	2	0	1	3
PD26415_1_chr9_chr9-245332-141069765-gain	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	3	3	0	0	1	0	1	1	1	3	2	0	1	1	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	2	0	0	1	0	0	0	0	1	1	0	0	0	1	2	0	0	0	3	2	0	2	2
PD26400_1_chr9_chr9-8973897-36861819-gain	2	2	0	3	1	0	1	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	2	2	0	2	0	1	0	2	1	0	0	0	0	4	1	2	0	1	1	1	1	1	2	1	0	1	1	0	1	1	1	1	2	1	2	0	0	1	0	0	1	2	1	0	3	2	1	0	0	1	0	0	0	1	0	0	1	0	0	1	2	1	1	0	2
PD26408_1_chr9_chr9-203937-141068960-gain	2	2	0	2	1	1	0	0	2	0	0	1	0	1	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	4	1	7	1	0	4	2	1	3	0	1	0	2	3	1	0	3	0	0	1	0	0	0	1	0	0	1	0	2	2	2	0	1	4	0	0	0	3	3	0	3	0	0	0	1	0	2	0	0	1	0	0	0	1	0	0	1	1	3	0	2	1
PD26415_2_chr9_chr9-245332-141069765-gain	1	0	0	1	1	0	0	2	0	0	0	2	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	1	2	0	0	1	1	2	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	2	1	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	2	0	1	1	0	1	0	0	1	1	0	0	4
MMRC0244BM_1_chr9_chr9-203761-141069463-gain	2	0	0	0	1	1	0	1	1	4	0	0	6	1	0	1	2	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	4	0	9	2	0	3	0	2	2	2	3	1	5	4	1	6	2	1	2	4	1	2	1	2	1	1	0	2	3	0	0	1	2	1	1	3	5	2	5	0	1	1	0	1	1	3	2	5	0	0	0	0	2	1	3	9	1	0	2	3	1	0	1	7
PD26400_2_chr9_chr9-8973897-36861819-gain	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	2	0	0	0	1	1	0	0	1
PD26429_1_chr9_chr9-207454-101427210-gain	1	0	0	0	2	0	0	4	1	1	0	0	2	1	0	2	0	1	0	0	1	0	0	1	1	0	0	1	1	1	0	3	1	3	7	0	3	1	3	3	2	1	4	2	5	4	2	8	0	1	2	1	1	0	1	2	0	1	0	1	1	0	0	1	2	1	3	4	1	1	0	2	1	1	0	4	3	1	0	4	0	0	0	1	2	0	0	2	0	0	1	0	2	1	0	0
PD26429_2_chr9_chr9-207454-101427210-gain	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	1	0	0	2	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	1	0	1	1	0	1	0	0	0	1	0	1	3	1	0	0	0	1	0	0	1
PD26408_2_chr9_chr9-203937-141068960-gain	2	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	1	1	1	0	0	2	0	0	0	2	0	0	0	1	2	0	0	0	1	0	1	0	2	0	3	1	0	1	3	4	0	0	1	0	0	2	0	0	2	0	0	0	0	1	0	3	0	0	0	2	2	1	0	4
